# index arm charge dw23_bin_center wness_bin_center value uncertainty
4127 0 0 -0.197500 0.637500 0.333207 8.133102
4128 0 0 -0.197500 0.642500 0.328165 8.134349
4129 0 0 -0.197500 0.647500 0.322994 8.135736
4130 0 0 -0.197500 0.652500 0.317713 8.137268
4131 0 0 -0.197500 0.657500 0.312338 8.138948
4132 0 0 -0.197500 0.662500 0.306885 8.140778
4133 0 0 -0.197500 0.667500 0.301370 8.142758
4134 0 0 -0.197500 0.672500 0.295811 8.144884
4135 0 0 -0.197500 0.677500 0.290223 8.147151
4136 0 0 -0.197500 0.682500 0.284623 8.149550
4137 0 0 -0.197500 0.687500 0.279025 8.152071
4138 0 0 -0.197500 0.692500 0.273445 8.154698
4139 0 0 -0.197500 0.697500 0.267898 8.157417
4140 0 0 -0.197500 0.702500 0.262400 8.160207
4141 0 0 -0.197500 0.707500 0.256962 8.163049
4142 0 0 -0.197500 0.712500 0.251600 8.165919
4143 0 0 -0.197500 0.717500 0.246327 8.168795
4144 0 0 -0.197500 0.722500 0.241155 8.171653
4145 0 0 -0.197500 0.727500 0.236095 8.174470
4146 0 0 -0.197500 0.732500 0.231161 8.177226
4147 0 0 -0.197500 0.737500 0.226361 8.179904
4148 0 0 -0.197500 0.742500 0.221707 8.182491
4149 0 0 -0.197500 0.747500 0.217207 8.184982
4150 0 0 -0.197500 0.752500 0.212872 8.187380
4151 0 0 -0.197500 0.757500 0.208708 8.189700
4152 0 0 -0.197500 0.762500 0.204724 8.191969
4153 0 0 -0.197500 0.767500 0.200925 8.194231
4154 0 0 -0.197500 0.772500 0.197319 8.196551
4155 0 0 -0.197500 0.777500 0.193911 8.199013
4156 0 0 -0.197500 0.782500 0.190705 8.201730
4157 0 0 -0.197500 0.787500 0.187705 8.204844
4158 0 0 -0.197500 0.792500 0.184915 8.208531
4159 0 0 -0.197500 0.797500 0.182337 8.213004
4160 0 0 -0.197500 0.802500 0.179973 8.218519
4161 0 0 -0.197500 0.807500 0.177824 8.225381
4162 0 0 -0.197500 0.812500 0.175891 8.233944
4163 0 0 -0.197500 0.817500 0.174174 8.244621
4164 0 0 -0.197500 0.822500 0.172671 8.257886
4165 0 0 -0.197500 0.827500 0.171382 8.274282
4166 0 0 -0.197500 0.832500 0.170305 8.294424
4167 0 0 -0.197500 0.837500 0.169437 8.319004
4168 0 0 -0.197500 0.842500 0.168774 8.348800
4169 0 0 -0.197500 0.847500 0.168314 8.384679
4170 0 0 -0.197500 0.852500 0.168052 8.427601
4171 0 0 -0.197500 0.857500 0.167984 8.478629
4172 0 0 -0.197500 0.862500 0.168104 8.538931
4173 0 0 -0.197500 0.867500 0.168407 8.609784
4174 0 0 -0.197500 0.872500 0.168886 8.692583
4175 0 0 -0.197500 0.877500 0.169536 8.788844
4176 0 0 -0.197500 0.882500 0.170349 8.900205
4177 0 0 -0.197500 0.887500 0.171319 9.028439
4178 0 0 -0.197500 0.892500 0.172438 9.175447
4179 0 0 -0.197500 0.897500 0.173698 9.343271
4180 0 0 -0.197500 0.902500 0.175091 9.534091
4181 0 0 -0.197500 0.907500 0.176610 9.750232
4182 0 0 -0.197500 0.912500 0.178246 9.994160
4183 0 0 -0.197500 0.917500 0.179990 10.268492
4184 0 0 -0.197500 0.922500 0.181834 10.575990
4185 0 0 -0.197500 0.927500 0.183768 10.919564
4186 0 0 -0.197500 0.932500 0.185784 11.302273
4187 0 0 -0.197500 0.937500 0.187873 11.727321
4188 0 0 -0.197500 0.942500 0.190027 12.198059
4189 0 0 -0.197500 0.947500 0.192235 12.717979
4190 0 0 -0.197500 0.952500 0.194489 13.290715
4191 0 0 -0.197500 0.957500 0.196780 13.920034
4192 0 0 -0.197500 0.962500 0.199099 14.609836
4193 0 0 -0.197500 0.967500 0.201438 15.364147
4194 0 0 -0.197500 0.972500 0.203787 16.187112
4195 0 0 -0.197500 0.977500 0.206138 17.082988
4196 0 0 -0.197500 0.982500 0.208483 18.056139
4197 0 0 -0.197500 0.987500 0.210813 19.111024
4198 0 0 -0.197500 0.992500 0.213121 20.252187
4199 0 0 -0.197500 0.997500 0.215397 21.484253
4200 0 0 -0.192500 0.002500 4.677783 21.477626
4201 0 0 -0.192500 0.007500 4.551032 20.245861
4202 0 0 -0.192500 0.012500 4.424955 19.104992
4203 0 0 -0.192500 0.017500 4.299656 18.050393
4204 0 0 -0.192500 0.022500 4.175235 17.077518
4205 0 0 -0.192500 0.027500 4.051791 16.181910
4206 0 0 -0.192500 0.032500 3.929420 15.359203
4207 0 0 -0.192500 0.037500 3.808217 14.605141
4208 0 0 -0.192500 0.042500 3.688273 13.915578
4209 0 0 -0.192500 0.047500 3.569677 13.286489
4210 0 0 -0.192500 0.052500 3.452516 12.713973
4211 0 0 -0.192500 0.057500 3.336873 12.194262
4212 0 0 -0.192500 0.062500 3.222827 11.723724
4213 0 0 -0.192500 0.067500 3.110458 11.298865
4214 0 0 -0.192500 0.072500 2.999837 10.916336
4215 0 0 -0.192500 0.077500 2.891038 10.572930
4216 0 0 -0.192500 0.082500 2.784126 10.265592
4217 0 0 -0.192500 0.087500 2.679166 9.991409
4218 0 0 -0.192500 0.092500 2.576219 9.747619
4219 0 0 -0.192500 0.097500 2.475342 9.531609
4220 0 0 -0.192500 0.102500 2.376588 9.340908
4221 0 0 -0.192500 0.107500 2.280007 9.173195
4222 0 0 -0.192500 0.112500 2.185644 9.026289
4223 0 0 -0.192500 0.117500 2.093544 8.898148
4224 0 0 -0.192500 0.122500 2.003743 8.786871
4225 0 0 -0.192500 0.127500 1.916277 8.690687
4226 0 0 -0.192500 0.132500 1.831177 8.607956
4227 0 0 -0.192500 0.137500 1.748469 8.537163
4228 0 0 -0.192500 0.142500 1.668178 8.476915
4229 0 0 -0.192500 0.147500 1.590324 8.425933
4230 0 0 -0.192500 0.152500 1.514921 8.383051
4231 0 0 -0.192500 0.157500 1.441982 8.347206
4232 0 0 -0.192500 0.162500 1.371515 8.317438
4233 0 0 -0.192500 0.167500 1.303526 8.292881
4234 0 0 -0.192500 0.172500 1.238015 8.272758
4235 0 0 -0.192500 0.177500 1.174980 8.256375
4236 0 0 -0.192500 0.182500 1.114414 8.243119
4237 0 0 -0.192500 0.187500 1.056309 8.232447
4238 0 0 -0.192500 0.192500 1.000652 8.223886
4239 0 0 -0.192500 0.197500 0.947426 8.217024
4240 0 0 -0.192500 0.202500 0.896612 8.211504
4241 0 0 -0.192500 0.207500 0.848187 8.207026
4242 0 0 -0.192500 0.212500 0.802127 8.203331
4243 0 0 -0.192500 0.217500 0.758402 8.200208
4244 0 0 -0.192500 0.222500 0.716981 8.197480
4245 0 0 -0.192500 0.227500 0.677830 8.195007
4246 0 0 -0.192500 0.232500 0.640912 8.192675
4247 0 0 -0.192500 0.237500 0.606188 8.190400
4248 0 0 -0.192500 0.242500 0.573616 8.188119
4249 0 0 -0.192500 0.247500 0.543153 8.185787
4250 0 0 -0.192500 0.252500 0.514751 8.183377
4251 0 0 -0.192500 0.257500 0.488364 8.180875
4252 0 0 -0.192500 0.262500 0.463941 8.178278
4253 0 0 -0.192500 0.267500 0.441430 8.175591
4254 0 0 -0.192500 0.272500 0.420777 8.172828
4255 0 0 -0.192500 0.277500 0.401929 8.170004
4256 0 0 -0.192500 0.282500 0.384827 8.167141
4257 0 0 -0.192500 0.287500 0.369416 8.164262
4258 0 0 -0.192500 0.292500 0.355635 8.161390
4259 0 0 -0.192500 0.297500 0.343426 8.158548
4260 0 0 -0.192500 0.302500 0.332727 8.155759
4261 0 0 -0.192500 0.307500 0.323478 8.153045
4262 0 0 -0.192500 0.312500 0.315617 8.150422
4263 0 0 -0.192500 0.317500 0.309082 8.147909
4264 0 0 -0.192500 0.322500 0.303810 8.145519
4265 0 0 -0.192500 0.327500 0.299738 8.143263
4266 0 0 -0.192500 0.332500 0.296804 8.141149
4267 0 0 -0.192500 0.337500 0.294945 8.139184
4268 0 0 -0.192500 0.342500 0.294099 8.137369
4269 0 0 -0.192500 0.347500 0.294203 8.135706
4270 0 0 -0.192500 0.352500 0.295196 8.134192
4271 0 0 -0.192500 0.357500 0.297017 8.132825
4272 0 0 -0.192500 0.362500 0.299604 8.131600
4273 0 0 -0.192500 0.367500 0.302899 8.130508
4274 0 0 -0.192500 0.372500 0.306843 8.129543
4275 0 0 -0.192500 0.377500 0.311377 8.128695
4276 0 0 -0.192500 0.382500 0.316444 8.127956
4277 0 0 -0.192500 0.387500 0.321990 8.127315
4278 0 0 -0.192500 0.392500 0.327959 8.126764
4279 0 0 -0.192500 0.397500 0.334298 8.126292
4280 0 0 -0.192500 0.402500 0.340956 8.125889
4281 0 0 -0.192500 0.407500 0.347882 8.125548
4282 0 0 -0.192500 0.412500 0.355028 8.125259
4283 0 0 -0.192500 0.417500 0.362345 8.125016
4284 0 0 -0.192500 0.422500 0.369789 8.124810
4285 0 0 -0.192500 0.427500 0.377315 8.124637
4286 0 0 -0.192500 0.432500 0.384882 8.124490
4287 0 0 -0.192500 0.437500 0.392449 8.124365
4288 0 0 -0.192500 0.442500 0.399977 8.124258
4289 0 0 -0.192500 0.447500 0.407429 8.124166
4290 0 0 -0.192500 0.452500 0.414771 8.124086
4291 0 0 -0.192500 0.457500 0.421969 8.124017
4292 0 0 -0.192500 0.462500 0.428992 8.123958
4293 0 0 -0.192500 0.467500 0.435811 8.123907
4294 0 0 -0.192500 0.472500 0.442398 8.123863
4295 0 0 -0.192500 0.477500 0.448729 8.123827
4296 0 0 -0.192500 0.482500 0.454779 8.123799
4297 0 0 -0.192500 0.487500 0.460526 8.123777
4298 0 0 -0.192500 0.492500 0.465952 8.123763
4299 0 0 -0.192500 0.497500 0.471037 8.123755
4300 0 0 -0.192500 0.502500 0.475765 8.123755
4301 0 0 -0.192500 0.507500 0.480123 8.123763
4302 0 0 -0.192500 0.512500 0.484098 8.123777
4303 0 0 -0.192500 0.517500 0.487678 8.123799
4304 0 0 -0.192500 0.522500 0.490855 8.123827
4305 0 0 -0.192500 0.527500 0.493621 8.123863
4306 0 0 -0.192500 0.532500 0.495971 8.123907
4307 0 0 -0.192500 0.537500 0.497899 8.123958
4308 0 0 -0.192500 0.542500 0.499404 8.124017
4309 0 0 -0.192500 0.547500 0.500483 8.124086
4310 0 0 -0.192500 0.552500 0.501137 8.124166
4311 0 0 -0.192500 0.557500 0.501368 8.124258
4312 0 0 -0.192500 0.562500 0.501178 8.124365
4313 0 0 -0.192500 0.567500 0.500571 8.124490
4314 0 0 -0.192500 0.572500 0.499553 8.124637
4315 0 0 -0.192500 0.577500 0.498129 8.124810
4316 0 0 -0.192500 0.582500 0.496307 8.125016
4317 0 0 -0.192500 0.587500 0.494095 8.125259
4318 0 0 -0.192500 0.592500 0.491503 8.125548
4319 0 0 -0.192500 0.597500 0.488541 8.125889
4320 0 0 -0.192500 0.602500 0.485219 8.126292
4321 0 0 -0.192500 0.607500 0.481550 8.126764
4322 0 0 -0.192500 0.612500 0.477545 8.127315
4323 0 0 -0.192500 0.617500 0.473217 8.127956
4324 0 0 -0.192500 0.622500 0.468581 8.128695
4325 0 0 -0.192500 0.627500 0.463649 8.129543
4326 0 0 -0.192500 0.632500 0.458436 8.130508
4327 0 0 -0.192500 0.637500 0.452957 8.131600
4328 0 0 -0.192500 0.642500 0.447226 8.132825
4329 0 0 -0.192500 0.647500 0.441260 8.134192
4330 0 0 -0.192500 0.652500 0.435072 8.135706
4331 0 0 -0.192500 0.657500 0.428678 8.137369
4332 0 0 -0.192500 0.662500 0.422095 8.139184
4333 0 0 -0.192500 0.667500 0.415337 8.141149
4334 0 0 -0.192500 0.672500 0.408419 8.143263
4335 0 0 -0.192500 0.677500 0.401357 8.145519
4336 0 0 -0.192500 0.682500 0.394167 8.147909
4337 0 0 -0.192500 0.687500 0.386862 8.150422
4338 0 0 -0.192500 0.692500 0.379458 8.153045
4339 0 0 -0.192500 0.697500 0.371970 8.155759
4340 0 0 -0.192500 0.702500 0.364410 8.158548
4341 0 0 -0.192500 0.707500 0.356794 8.161390
4342 0 0 -0.192500 0.712500 0.349134 8.164262
4343 0 0 -0.192500 0.717500 0.341443 8.167141
4344 0 0 -0.192500 0.722500 0.333733 8.170004
4345 0 0 -0.192500 0.727500 0.326018 8.172828
4346 0 0 -0.192500 0.732500 0.318308 8.175591
4347 0 0 -0.192500 0.737500 0.310614 8.178278
4348 0 0 -0.192500 0.742500 0.302946 8.180875
4349 0 0 -0.192500 0.747500 0.295316 8.183377
4350 0 0 -0.192500 0.752500 0.287731 8.185787
4351 0 0 -0.192500 0.757500 0.280201 8.188119
4352 0 0 -0.192500 0.762500 0.272734 8.190400
4353 0 0 -0.192500 0.767500 0.265338 8.192675
4354 0 0 -0.192500 0.772500 0.258019 8.195007
4355 0 0 -0.192500 0.777500 0.250784 8.197480
4356 0 0 -0.192500 0.782500 0.243639 8.200208
4357 0 0 -0.192500 0.787500 0.236590 8.203331
4358 0 0 -0.192500 0.792500 0.229640 8.207026
4359 0 0 -0.192500 0.797500 0.222793 8.211504
4360 0 0 -0.192500 0.802500 0.216054 8.217024
4361 0 0 -0.192500 0.807500 0.209426 8.223886
4362 0 0 -0.192500 0.812500 0.202910 8.232447
4363 0 0 -0.192500 0.817500 0.196508 8.243119
4364 0 0 -0.192500 0.822500 0.190223 8.256375
4365 0 0 -0.192500 0.827500 0.184054 8.272758
4366 0 0 -0.192500 0.832500 0.178002 8.292881
4367 0 0 -0.192500 0.837500 0.172067 8.317438
4368 0 0 -0.192500 0.842500 0.166248 8.347206
4369 0 0 -0.192500 0.847500 0.160545 8.383051
4370 0 0 -0.192500 0.852500 0.154956 8.425933
4371 0 0 -0.192500 0.857500 0.149479 8.476915
4372 0 0 -0.192500 0.862500 0.144112 8.537163
4373 0 0 -0.192500 0.867500 0.138852 8.607956
4374 0 0 -0.192500 0.872500 0.133698 8.690687
4375 0 0 -0.192500 0.877500 0.128645 8.786871
4376 0 0 -0.192500 0.882500 0.123690 8.898148
4377 0 0 -0.192500 0.887500 0.118830 9.026289
4378 0 0 -0.192500 0.892500 0.114062 9.173195
4379 0 0 -0.192500 0.897500 0.109380 9.340908
4380 0 0 -0.192500 0.902500 0.104781 9.531609
4381 0 0 -0.192500 0.907500 0.100260 9.747619
4382 0 0 -0.192500 0.912500 0.095814 9.991409
4383 0 0 -0.192500 0.917500 0.091438 10.265592
4384 0 0 -0.192500 0.922500 0.087127 10.572930
4385 0 0 -0.192500 0.927500 0.082876 10.916336
4386 0 0 -0.192500 0.932500 0.078681 11.298865
4387 0 0 -0.192500 0.937500 0.074538 11.723724
4388 0 0 -0.192500 0.942500 0.070442 12.194262
4389 0 0 -0.192500 0.947500 0.066388 12.713973
4390 0 0 -0.192500 0.952500 0.062371 13.286489
4391 0 0 -0.192500 0.957500 0.058388 13.915578
4392 0 0 -0.192500 0.962500 0.054434 14.605141
4393 0 0 -0.192500 0.967500 0.050505 15.359203
4394 0 0 -0.192500 0.972500 0.046597 16.181910
4395 0 0 -0.192500 0.977500 0.042706 17.077518
4396 0 0 -0.192500 0.982500 0.038829 18.050393
4397 0 0 -0.192500 0.987500 0.034961 19.104992
4398 0 0 -0.192500 0.992500 0.031099 20.245861
4399 0 0 -0.192500 0.997500 0.027241 21.477626
4400 0 0 -0.187500 0.002500 5.290154 21.472638
4401 0 0 -0.187500 0.007500 5.150712 20.241061
4402 0 0 -0.187500 0.012500 5.011971 19.100375
4403 0 0 -0.187500 0.017500 4.874044 18.045957
4404 0 0 -0.187500 0.022500 4.737039 17.073259
4405 0 0 -0.187500 0.027500 4.601067 16.177823
4406 0 0 -0.187500 0.032500 4.466233 15.355285
4407 0 0 -0.187500 0.037500 4.332638 14.601388
4408 0 0 -0.187500 0.042500 4.200386 13.911984
4409 0 0 -0.187500 0.047500 4.069571 13.283049
4410 0 0 -0.187500 0.052500 3.940290 12.710683
4411 0 0 -0.187500 0.057500 3.812633 12.191117
4412 0 0 -0.187500 0.062500 3.686690 11.720717
4413 0 0 -0.187500 0.067500 3.562544 11.295992
4414 0 0 -0.187500 0.072500 3.440277 10.913591
4415 0 0 -0.187500 0.077500 3.319968 10.570308
4416 0 0 -0.187500 0.082500 3.201690 10.263086
4417 0 0 -0.187500 0.087500 3.085514 9.989014
4418 0 0 -0.187500 0.092500 2.971506 9.745330
4419 0 0 -0.187500 0.097500 2.859731 9.529419
4420 0 0 -0.187500 0.102500 2.750247 9.338813
4421 0 0 -0.187500 0.107500 2.643109 9.171188
4422 0 0 -0.187500 0.112500 2.538368 9.024364
4423 0 0 -0.187500 0.117500 2.436071 8.896301
4424 0 0 -0.187500 0.122500 2.336261 8.785096
4425 0 0 -0.187500 0.127500 2.238977 8.688979
4426 0 0 -0.187500 0.132500 2.144255 8.606309
4427 0 0 -0.187500 0.137500 2.052124 8.535574
4428 0 0 -0.187500 0.142500 1.962611 8.475377
4429 0 0 -0.187500 0.147500 1.875739 8.424443
4430 0 0 -0.187500 0.152500 1.791526 8.381603
4431 0 0 -0.187500 0.157500 1.709987 8.345797
4432 0 0 -0.187500 0.162500 1.631131 8.316063
4433 0 0 -0.187500 0.167500 1.554966 8.291537
4434 0 0 -0.187500 0.172500 1.481494 8.271440
4435 0 0 -0.187500 0.177500 1.410714 8.255081
4436 0 0 -0.187500 0.182500 1.342620 8.241846
4437 0 0 -0.187500 0.187500 1.277203 8.231192
4438 0 0 -0.187500 0.192500 1.214451 8.222646
4439 0 0 -0.187500 0.197500 1.154348 8.215796
4440 0 0 -0.187500 0.202500 1.096874 8.210287
4441 0 0 -0.187500 0.207500 1.042006 8.205817
4442 0 0 -0.187500 0.212500 0.989717 8.202129
4443 0 0 -0.187500 0.217500 0.939979 8.199012
4444 0 0 -0.187500 0.222500 0.892759 8.196288
4445 0 0 -0.187500 0.227500 0.848021 8.193818
4446 0 0 -0.187500 0.232500 0.805726 8.191489
4447 0 0 -0.187500 0.237500 0.765834 8.189216
4448 0 0 -0.187500 0.242500 0.728301 8.186937
4449 0 0 -0.187500 0.247500 0.693080 8.184607
4450 0 0 -0.187500 0.252500 0.660124 8.182198
4451 0 0 -0.187500 0.257500 0.629380 8.179698
4452 0 0 -0.187500 0.262500 0.600797 8.177103
4453 0 0 -0.187500 0.267500 0.574320 8.174420
4454 0 0 -0.187500 0.272500 0.549892 8.171659
4455 0 0 -0.187500 0.277500 0.527455 8.168840
4456 0 0 -0.187500 0.282500 0.506949 8.165983
4457 0 0 -0.187500 0.287500 0.488313 8.163110
4458 0 0 -0.187500 0.292500 0.471485 8.160245
4459 0 0 -0.187500 0.297500 0.456401 8.157412
4460 0 0 -0.187500 0.302500 0.442998 8.154633
4461 0 0 -0.187500 0.307500 0.431210 8.151930
4462 0 0 -0.187500 0.312500 0.420971 8.149320
4463 0 0 -0.187500 0.317500 0.412216 8.146821
4464 0 0 -0.187500 0.322500 0.404877 8.144446
4465 0 0 -0.187500 0.327500 0.398888 8.142206
4466 0 0 -0.187500 0.332500 0.394182 8.140110
4467 0 0 -0.187500 0.337500 0.390692 8.138163
4468 0 0 -0.187500 0.342500 0.388352 8.136368
4469 0 0 -0.187500 0.347500 0.387094 8.134726
4470 0 0 -0.187500 0.352500 0.386853 8.133235
4471 0 0 -0.187500 0.357500 0.387563 8.131892
4472 0 0 -0.187500 0.362500 0.389160 8.130690
4473 0 0 -0.187500 0.367500 0.391580 8.129623
4474 0 0 -0.187500 0.372500 0.394758 8.128683
4475 0 0 -0.187500 0.377500 0.398634 8.127861
4476 0 0 -0.187500 0.382500 0.403145 8.127148
4477 0 0 -0.187500 0.387500 0.408231 8.126535
4478 0 0 -0.187500 0.392500 0.413835 8.126010
4479 0 0 -0.187500 0.397500 0.419898 8.125564
4480 0 0 -0.187500 0.402500 0.426365 8.125189
4481 0 0 -0.187500 0.407500 0.433180 8.124874
4482 0 0 -0.187500 0.412500 0.440290 8.124611
4483 0 0 -0.187500 0.417500 0.447645 8.124393
4484 0 0 -0.187500 0.422500 0.455194 8.124212
4485 0 0 -0.187500 0.427500 0.462890 8.124062
4486 0 0 -0.187500 0.432500 0.470685 8.123938
4487 0 0 -0.187500 0.437500 0.478536 8.123835
4488 0 0 -0.187500 0.442500 0.486400 8.123749
4489 0 0 -0.187500 0.447500 0.494235 8.123676
4490 0 0 -0.187500 0.452500 0.502004 8.123615
4491 0 0 -0.187500 0.457500 0.509668 8.123563
4492 0 0 -0.187500 0.462500 0.517194 8.123518
4493 0 0 -0.187500 0.467500 0.524547 8.123480
4494 0 0 -0.187500 0.472500 0.531696 8.123448
4495 0 0 -0.187500 0.477500 0.538613 8.123422
4496 0 0 -0.187500 0.482500 0.545269 8.123401
4497 0 0 -0.187500 0.487500 0.551640 8.123385
4498 0 0 -0.187500 0.492500 0.557701 8.123375
4499 0 0 -0.187500 0.497500 0.563432 8.123370
4500 0 0 -0.187500 0.502500 0.568812 8.123370
4501 0 0 -0.187500 0.507500 0.573823 8.123375
4502 0 0 -0.187500 0.512500 0.578449 8.123385
4503 0 0 -0.187500 0.517500 0.582676 8.123401
4504 0 0 -0.187500 0.522500 0.586491 8.123422
4505 0 0 -0.187500 0.527500 0.589883 8.123448
4506 0 0 -0.187500 0.532500 0.592843 8.123480
4507 0 0 -0.187500 0.537500 0.595362 8.123518
4508 0 0 -0.187500 0.542500 0.597436 8.123563
4509 0 0 -0.187500 0.547500 0.599058 8.123615
4510 0 0 -0.187500 0.552500 0.600226 8.123676
4511 0 0 -0.187500 0.557500 0.600938 8.123749
4512 0 0 -0.187500 0.562500 0.601193 8.123835
4513 0 0 -0.187500 0.567500 0.600992 8.123938
4514 0 0 -0.187500 0.572500 0.600338 8.124062
4515 0 0 -0.187500 0.577500 0.599232 8.124212
4516 0 0 -0.187500 0.582500 0.597679 8.124393
4517 0 0 -0.187500 0.587500 0.595684 8.124611
4518 0 0 -0.187500 0.592500 0.593253 8.124874
4519 0 0 -0.187500 0.597500 0.590394 8.125189
4520 0 0 -0.187500 0.602500 0.587113 8.125564
4521 0 0 -0.187500 0.607500 0.583420 8.126010
4522 0 0 -0.187500 0.612500 0.579324 8.126535
4523 0 0 -0.187500 0.617500 0.574835 8.127148
4524 0 0 -0.187500 0.622500 0.569962 8.127861
4525 0 0 -0.187500 0.627500 0.564718 8.128683
4526 0 0 -0.187500 0.632500 0.559112 8.129623
4527 0 0 -0.187500 0.637500 0.553158 8.130690
4528 0 0 -0.187500 0.642500 0.546867 8.131892
4529 0 0 -0.187500 0.647500 0.540251 8.133235
4530 0 0 -0.187500 0.652500 0.533324 8.134726
4531 0 0 -0.187500 0.657500 0.526097 8.136368
4532 0 0 -0.187500 0.662500 0.518584 8.138163
4533 0 0 -0.187500 0.667500 0.510798 8.140110
4534 0 0 -0.187500 0.672500 0.502750 8.142206
4535 0 0 -0.187500 0.677500 0.494455 8.144446
4536 0 0 -0.187500 0.682500 0.485926 8.146821
4537 0 0 -0.187500 0.687500 0.477173 8.149320
4538 0 0 -0.187500 0.692500 0.468211 8.151930
4539 0 0 -0.187500 0.697500 0.459052 8.154633
4540 0 0 -0.187500 0.702500 0.449707 8.157412
4541 0 0 -0.187500 0.707500 0.440189 8.160245
4542 0 0 -0.187500 0.712500 0.430508 8.163110
4543 0 0 -0.187500 0.717500 0.420677 8.165983
4544 0 0 -0.187500 0.722500 0.410706 8.168840
4545 0 0 -0.187500 0.727500 0.400605 8.171659
4546 0 0 -0.187500 0.732500 0.390386 8.174420
4547 0 0 -0.187500 0.737500 0.380057 8.177103
4548 0 0 -0.187500 0.742500 0.369628 8.179698
4549 0 0 -0.187500 0.747500 0.359107 8.182198
4550 0 0 -0.187500 0.752500 0.348505 8.184607
4551 0 0 -0.187500 0.757500 0.337827 8.186937
4552 0 0 -0.187500 0.762500 0.327083 8.189216
4553 0 0 -0.187500 0.767500 0.316279 8.191489
4554 0 0 -0.187500 0.772500 0.305422 8.193818
4555 0 0 -0.187500 0.777500 0.294519 8.196288
4556 0 0 -0.187500 0.782500 0.283575 8.199012
4557 0 0 -0.187500 0.787500 0.272596 8.202129
4558 0 0 -0.187500 0.792500 0.261587 8.205817
4559 0 0 -0.187500 0.797500 0.250552 8.210287
4560 0 0 -0.187500 0.802500 0.239496 8.215796
4561 0 0 -0.187500 0.807500 0.228423 8.222646
4562 0 0 -0.187500 0.812500 0.217336 8.231192
4563 0 0 -0.187500 0.817500 0.206237 8.241846
4564 0 0 -0.187500 0.822500 0.195131 8.255081
4565 0 0 -0.187500 0.827500 0.184019 8.271440
4566 0 0 -0.187500 0.832500 0.172904 8.291537
4567 0 0 -0.187500 0.837500 0.161787 8.316063
4568 0 0 -0.187500 0.842500 0.150670 8.345797
4569 0 0 -0.187500 0.847500 0.139555 8.381603
4570 0 0 -0.187500 0.852500 0.128441 8.424443
4571 0 0 -0.187500 0.857500 0.117331 8.475377
4572 0 0 -0.187500 0.862500 0.106225 8.535574
4573 0 0 -0.187500 0.867500 0.095124 8.606309
4574 0 0 -0.187500 0.872500 0.084028 8.688979
4575 0 0 -0.187500 0.877500 0.072936 8.785096
4576 0 0 -0.187500 0.882500 0.061851 8.896301
4577 0 0 -0.187500 0.887500 0.050771 9.024364
4578 0 0 -0.187500 0.892500 0.039696 9.171188
4579 0 0 -0.187500 0.897500 0.028627 9.338813
4580 0 0 -0.187500 0.902500 0.017564 9.529419
4581 0 0 -0.187500 0.907500 0.006506 9.745330
4582 0 0 -0.187500 0.912500 -0.004546 9.989014
4583 0 0 -0.187500 0.917500 -0.015592 10.263086
4584 0 0 -0.187500 0.922500 -0.026632 10.570308
4585 0 0 -0.187500 0.927500 -0.037666 10.913591
4586 0 0 -0.187500 0.932500 -0.048693 11.295992
4587 0 0 -0.187500 0.937500 -0.059713 11.720717
4588 0 0 -0.187500 0.942500 -0.070725 12.191117
4589 0 0 -0.187500 0.947500 -0.081730 12.710683
4590 0 0 -0.187500 0.952500 -0.092724 13.283049
4591 0 0 -0.187500 0.957500 -0.103709 13.911984
4592 0 0 -0.187500 0.962500 -0.114682 14.601388
4593 0 0 -0.187500 0.967500 -0.125642 15.355285
4594 0 0 -0.187500 0.972500 -0.136588 16.177823
4595 0 0 -0.187500 0.977500 -0.147517 17.073259
4596 0 0 -0.187500 0.982500 -0.158428 18.045957
4597 0 0 -0.187500 0.987500 -0.169319 19.100375
4598 0 0 -0.187500 0.992500 -0.180186 20.241061
4599 0 0 -0.187500 0.997500 -0.191027 21.472638
4600 0 0 -0.182500 0.002500 5.973609 21.469179
4601 0 0 -0.182500 0.007500 5.822539 20.237707
4602 0 0 -0.182500 0.012500 5.672164 19.097126
4603 0 0 -0.182500 0.017500 5.522604 18.042811
4604 0 0 -0.182500 0.022500 5.373978 17.070217
4605 0 0 -0.182500 0.027500 5.226402 16.174884
4606 0 0 -0.182500 0.032500 5.079989 15.352447
4607 0 0 -0.182500 0.037500 4.934851 14.598650
4608 0 0 -0.182500 0.042500 4.791094 13.909345
4609 0 0 -0.182500 0.047500 4.648823 13.280508
4610 0 0 -0.182500 0.052500 4.508141 12.708238
4611 0 0 -0.182500 0.057500 4.369146 12.188766
4612 0 0 -0.182500 0.062500 4.231932 11.718459
4613 0 0 -0.182500 0.067500 4.096591 11.293824
4614 0 0 -0.182500 0.072500 3.963210 10.911510
4615 0 0 -0.182500 0.077500 3.831874 10.568314
4616 0 0 -0.182500 0.082500 3.702663 10.261175
4617 0 0 -0.182500 0.087500 3.575652 9.987184
4618 0 0 -0.182500 0.092500 3.450914 9.743579
4619 0 0 -0.182500 0.097500 3.328517 9.527744
4620 0 0 -0.182500 0.102500 3.208525 9.337211
4621 0 0 -0.182500 0.107500 3.090998 9.169657
4622 0 0 -0.182500 0.112500 2.975990 9.022901
4623 0 0 -0.182500 0.117500 2.863554 8.894903
4624 0 0 -0.182500 0.122500 2.753736 8.783760
