index arm charge wness_bin_center dw23_bin_center entries
242 0 0 0.170000 -0.250000 1
243 0 0 0.170000 -0.230000 0
244 0 0 0.170000 -0.210000 0
245 0 0 0.170000 -0.190000 2
246 0 0 0.170000 -0.170000 4
247 0 0 0.170000 -0.150000 14
248 0 0 0.170000 -0.130000 13
249 0 0 0.170000 -0.110000 18
250 0 0 0.170000 -0.090000 33
251 0 0 0.170000 -0.070000 122
252 0 0 0.170000 -0.050000 823
253 0 0 0.170000 -0.030000 10799
254 0 0 0.170000 -0.010000 12548
255 0 0 0.170000 0.010000 1651
256 0 0 0.170000 0.030000 155
257 0 0 0.170000 0.050000 43
258 0 0 0.170000 0.070000 21
259 0 0 0.170000 0.090000 18
260 0 0 0.170000 0.110000 9
261 0 0 0.170000 0.130000 7
262 0 0 0.170000 0.150000 3
263 0 0 0.170000 0.170000 1
264 0 0 0.170000 0.190000 6
265 0 0 0.170000 0.210000 0
266 0 0 0.170000 0.230000 3
267 0 0 0.170000 0.250000 1
268 0 0 0.170000 0.270000 0
269 0 0 0.170000 0.290000 2
270 0 0 0.190000 -0.290000 0
271 0 0 0.190000 -0.270000 0
272 0 0 0.190000 -0.250000 0
273 0 0 0.190000 -0.230000 2
274 0 0 0.190000 -0.210000 1
275 0 0 0.190000 -0.190000 5
276 0 0 0.190000 -0.170000 2
277 0 0 0.190000 -0.150000 5
278 0 0 0.190000 -0.130000 10
279 0 0 0.190000 -0.110000 15
280 0 0 0.190000 -0.090000 30
281 0 0 0.190000 -0.070000 101
282 0 0 0.190000 -0.050000 720
283 0 0 0.190000 -0.030000 10130
284 0 0 0.190000 -0.010000 11832
285 0 0 0.190000 0.010000 1519
286 0 0 0.190000 0.030000 135
287 0 0 0.190000 0.050000 45
288 0 0 0.190000 0.070000 21
289 0 0 0.190000 0.090000 11
290 0 0 0.190000 0.110000 10
291 0 0 0.190000 0.130000 6
292 0 0 0.190000 0.150000 1
293 0 0 0.190000 0.170000 1
294 0 0 0.190000 0.190000 2
295 0 0 0.190000 0.210000 1
296 0 0 0.190000 0.230000 2
297 0 0 0.190000 0.250000 2
298 0 0 0.190000 0.270000 0
299 0 0 0.190000 0.290000 0
300 0 0 0.210000 -0.290000 0
301 0 0 0.210000 -0.270000 0
302 0 0 0.210000 -0.250000 2
303 0 0 0.210000 -0.230000 2
304 0 0 0.210000 -0.210000 3
305 0 0 0.210000 -0.190000 3
306 0 0 0.210000 -0.170000 1
307 0 0 0.210000 -0.150000 10
308 0 0 0.210000 -0.130000 13
309 0 0 0.210000 -0.110000 17
310 0 0 0.210000 -0.090000 21
311 0 0 0.210000 -0.070000 88
312 0 0 0.210000 -0.050000 667
313 0 0 0.210000 -0.030000 9670
314 0 0 0.210000 -0.010000 11365
315 0 0 0.210000 0.010000 1359
316 0 0 0.210000 0.030000 133
317 0 0 0.210000 0.050000 41
318 0 0 0.210000 0.070000 24
319 0 0 0.210000 0.090000 7
320 0 0 0.210000 0.110000 10
321 0 0 0.210000 0.130000 6
322 0 0 0.210000 0.150000 2
323 0 0 0.210000 0.170000 2
324 0 0 0.210000 0.190000 2
325 0 0 0.210000 0.210000 0
326 0 0 0.210000 0.230000 3
327 0 0 0.210000 0.250000 0
328 0 0 0.210000 0.270000 0
329 0 0 0.210000 0.290000 0
330 0 0 0.230000 -0.290000 0
331 0 0 0.230000 -0.270000 0
332 0 0 0.230000 -0.250000 3
333 0 0 0.230000 -0.230000 1
334 0 0 0.230000 -0.210000 1
335 0 0 0.230000 -0.190000 8
336 0 0 0.230000 -0.170000 1
337 0 0 0.230000 -0.150000 10
338 0 0 0.230000 -0.130000 5
339 0 0 0.230000 -0.110000 19
340 0 0 0.230000 -0.090000 34
341 0 0 0.230000 -0.070000 80
342 0 0 0.230000 -0.050000 612
343 0 0 0.230000 -0.030000 9019
344 0 0 0.230000 -0.010000 10888
345 0 0 0.230000 0.010000 1279
346 0 0 0.230000 0.030000 96
347 0 0 0.230000 0.050000 37
348 0 0 0.230000 0.070000 12
349 0 0 0.230000 0.090000 12
350 0 0 0.230000 0.110000 8
351 0 0 0.230000 0.130000 4
352 0 0 0.230000 0.150000 5
353 0 0 0.230000 0.170000 4
354 0 0 0.230000 0.190000 3
355 0 0 0.230000 0.210000 1
356 0 0 0.230000 0.230000 1
357 0 0 0.230000 0.250000 2
358 0 0 0.230000 0.270000 0
359 0 0 0.230000 0.290000 1
360 0 0 0.250000 -0.290000 0
361 0 0 0.250000 -0.270000 0
362 0 0 0.250000 -0.250000 2
363 0 0 0.250000 -0.230000 0
364 0 0 0.250000 -0.210000 2
365 0 0 0.250000 -0.190000 3
366 0 0 0.250000 -0.170000 4
367 0 0 0.250000 -0.150000 9
368 0 0 0.250000 -0.130000 11
369 0 0 0.250000 -0.110000 11
370 0 0 0.250000 -0.090000 20
371 0 0 0.250000 -0.070000 74
372 0 0 0.250000 -0.050000 617
373 0 0 0.250000 -0.030000 8887
374 0 0 0.250000 -0.010000 10536
375 0 0 0.250000 0.010000 1161
376 0 0 0.250000 0.030000 99
377 0 0 0.250000 0.050000 39
378 0 0 0.250000 0.070000 18
379 0 0 0.250000 0.090000 8
380 0 0 0.250000 0.110000 6
381 0 0 0.250000 0.130000 4
382 0 0 0.250000 0.150000 3
383 0 0 0.250000 0.170000 5
384 0 0 0.250000 0.190000 1
385 0 0 0.250000 0.210000 1
386 0 0 0.250000 0.230000 0
387 0 0 0.250000 0.250000 0
388 0 0 0.250000 0.270000 2
389 0 0 0.250000 0.290000 0
390 0 0 0.270000 -0.290000 1
391 0 0 0.270000 -0.270000 0
392 0 0 0.270000 -0.250000 1
393 0 0 0.270000 -0.230000 0
394 0 0 0.270000 -0.210000 1
395 0 0 0.270000 -0.190000 1
396 0 0 0.270000 -0.170000 0
397 0 0 0.270000 -0.150000 6
398 0 0 0.270000 -0.130000 6
399 0 0 0.270000 -0.110000 13
400 0 0 0.270000 -0.090000 22
401 0 0 0.270000 -0.070000 56
402 0 0 0.270000 -0.050000 527
403 0 0 0.270000 -0.030000 8543
404 0 0 0.270000 -0.010000 10093
405 0 0 0.270000 0.010000 1115
406 0 0 0.270000 0.030000 93
407 0 0 0.270000 0.050000 27
408 0 0 0.270000 0.070000 25
409 0 0 0.270000 0.090000 4
410 0 0 0.270000 0.110000 3
411 0 0 0.270000 0.130000 1
412 0 0 0.270000 0.150000 1
413 0 0 0.270000 0.170000 3
414 0 0 0.270000 0.190000 0
415 0 0 0.270000 0.210000 0
416 0 0 0.270000 0.230000 3
417 0 0 0.270000 0.250000 2
418 0 0 0.270000 0.270000 1
419 0 0 0.270000 0.290000 0
420 0 0 0.290000 -0.290000 0
421 0 0 0.290000 -0.270000 1
422 0 0 0.290000 -0.250000 0
423 0 0 0.290000 -0.230000 2
424 0 0 0.290000 -0.210000 0
425 0 0 0.290000 -0.190000 2
426 0 0 0.290000 -0.170000 3
427 0 0 0.290000 -0.150000 1
428 0 0 0.290000 -0.130000 8
429 0 0 0.290000 -0.110000 18
430 0 0 0.290000 -0.090000 22
431 0 0 0.290000 -0.070000 66
432 0 0 0.290000 -0.050000 502
433 0 0 0.290000 -0.030000 8271
434 0 0 0.290000 -0.010000 10067
435 0 0 0.290000 0.010000 1081
436 0 0 0.290000 0.030000 74
437 0 0 0.290000 0.050000 33
438 0 0 0.290000 0.070000 15
439 0 0 0.290000 0.090000 8
440 0 0 0.290000 0.110000 7
441 0 0 0.290000 0.130000 6
442 0 0 0.290000 0.150000 2
443 0 0 0.290000 0.170000 0
444 0 0 0.290000 0.190000 1
445 0 0 0.290000 0.210000 2
446 0 0 0.290000 0.230000 0
447 0 0 0.290000 0.250000 0
448 0 0 0.290000 0.270000 1
449 0 0 0.290000 0.290000 0
450 0 0 0.310000 -0.290000 0
451 0 0 0.310000 -0.270000 0
452 0 0 0.310000 -0.250000 0
453 0 0 0.310000 -0.230000 0
454 0 0 0.310000 -0.210000 0
455 0 0 0.310000 -0.190000 1
456 0 0 0.310000 -0.170000 0
457 0 0 0.310000 -0.150000 4
458 0 0 0.310000 -0.130000 6
459 0 0 0.310000 -0.110000 6
460 0 0 0.310000 -0.090000 21
461 0 0 0.310000 -0.070000 64
462 0 0 0.310000 -0.050000 506
463 0 0 0.310000 -0.030000 8095
464 0 0 0.310000 -0.010000 9930
465 0 0 0.310000 0.010000 973
466 0 0 0.310000 0.030000 79
467 0 0 0.310000 0.050000 29
468 0 0 0.310000 0.070000 15
469 0 0 0.310000 0.090000 6
470 0 0 0.310000 0.110000 5
471 0 0 0.310000 0.130000 4
472 0 0 0.310000 0.150000 1
473 0 0 0.310000 0.170000 0
474 0 0 0.310000 0.190000 1
475 0 0 0.310000 0.210000 0
476 0 0 0.310000 0.230000 1
477 0 0 0.310000 0.250000 0
478 0 0 0.310000 0.270000 0
479 0 0 0.310000 0.290000 0
480 0 0 0.330000 -0.290000 0
481 0 0 0.330000 -0.270000 0
482 0 0 0.330000 -0.250000 0
483 0 0 0.330000 -0.230000 1
484 0 0 0.330000 -0.210000 2
485 0 0 0.330000 -0.190000 2
486 0 0 0.330000 -0.170000 2
487 0 0 0.330000 -0.150000 3
488 0 0 0.330000 -0.130000 5
489 0 0 0.330000 -0.110000 10
490 0 0 0.330000 -0.090000 21
491 0 0 0.330000 -0.070000 46
492 0 0 0.330000 -0.050000 448
493 0 0 0.330000 -0.030000 8000
494 0 0 0.330000 -0.010000 9771
495 0 0 0.330000 0.010000 990
496 0 0 0.330000 0.030000 55
497 0 0 0.330000 0.050000 30
498 0 0 0.330000 0.070000 8
499 0 0 0.330000 0.090000 9
500 0 0 0.330000 0.110000 6
501 0 0 0.330000 0.130000 3
502 0 0 0.330000 0.150000 3
503 0 0 0.330000 0.170000 2
504 0 0 0.330000 0.190000 0
505 0 0 0.330000 0.210000 0
506 0 0 0.330000 0.230000 0
507 0 0 0.330000 0.250000 0
508 0 0 0.330000 0.270000 0
509 0 0 0.330000 0.290000 0
510 0 0 0.350000 -0.290000 0
511 0 0 0.350000 -0.270000 1
512 0 0 0.350000 -0.250000 0
513 0 0 0.350000 -0.230000 0
514 0 0 0.350000 -0.210000 1
515 0 0 0.350000 -0.190000 1
516 0 0 0.350000 -0.170000 2
517 0 0 0.350000 -0.150000 7
518 0 0 0.350000 -0.130000 4
519 0 0 0.350000 -0.110000 11
520 0 0 0.350000 -0.090000 17
521 0 0 0.350000 -0.070000 51
522 0 0 0.350000 -0.050000 415
523 0 0 0.350000 -0.030000 7894
524 0 0 0.350000 -0.010000 9428
525 0 0 0.350000 0.010000 897
526 0 0 0.350000 0.030000 81
527 0 0 0.350000 0.050000 23
528 0 0 0.350000 0.070000 9
529 0 0 0.350000 0.090000 9
530 0 0 0.350000 0.110000 3
531 0 0 0.350000 0.130000 3
532 0 0 0.350000 0.150000 3
533 0 0 0.350000 0.170000 1
534 0 0 0.350000 0.190000 0
535 0 0 0.350000 0.210000 0
536 0 0 0.350000 0.230000 1
537 0 0 0.350000 0.250000 0
538 0 0 0.350000 0.270000 0
539 0 0 0.350000 0.290000 0
540 0 0 0.370000 -0.290000 0
541 0 0 0.370000 -0.270000 0
542 0 0 0.370000 -0.250000 0
543 0 0 0.370000 -0.230000 0
544 0 0 0.370000 -0.210000 0
545 0 0 0.370000 -0.190000 3
546 0 0 0.370000 -0.170000 0
547 0 0 0.370000 -0.150000 4
548 0 0 0.370000 -0.130000 7
549 0 0 0.370000 -0.110000 11
550 0 0 0.370000 -0.090000 19
551 0 0 0.370000 -0.070000 44
552 0 0 0.370000 -0.050000 447
553 0 0 0.370000 -0.030000 7688
554 0 0 0.370000 -0.010000 9497
555 0 0 0.370000 0.010000 958
556 0 0 0.370000 0.030000 79
557 0 0 0.370000 0.050000 19
558 0 0 0.370000 0.070000 12
559 0 0 0.370000 0.090000 4
560 0 0 0.370000 0.110000 0
561 0 0 0.370000 0.130000 1
562 0 0 0.370000 0.150000 1
563 0 0 0.370000 0.170000 2
564 0 0 0.370000 0.190000 2
565 0 0 0.370000 0.210000 0
566 0 0 0.370000 0.230000 2
567 0 0 0.370000 0.250000 0
568 0 0 0.370000 0.270000 0
569 0 0 0.370000 0.290000 1
570 0 0 0.390000 -0.290000 0
571 0 0 0.390000 -0.270000 0
572 0 0 0.390000 -0.250000 0
573 0 0 0.390000 -0.230000 1
574 0 0 0.390000 -0.210000 2
575 0 0 0.390000 -0.190000 1
576 0 0 0.390000 -0.170000 4
577 0 0 0.390000 -0.150000 3
578 0 0 0.390000 -0.130000 5
579 0 0 0.390000 -0.110000 9
580 0 0 0.390000 -0.090000 18
581 0 0 0.390000 -0.070000 41
582 0 0 0.390000 -0.050000 423
583 0 0 0.390000 -0.030000 7736
584 0 0 0.390000 -0.010000 9390
585 0 0 0.390000 0.010000 836
586 0 0 0.390000 0.030000 60
587 0 0 0.390000 0.050000 16
588 0 0 0.390000 0.070000 10
589 0 0 0.390000 0.090000 3
590 0 0 0.390000 0.110000 2
591 0 0 0.390000 0.130000 2
592 0 0 0.390000 0.150000 1
593 0 0 0.390000 0.170000 1
594 0 0 0.390000 0.190000 0
595 0 0 0.390000 0.210000 0
596 0 0 0.390000 0.230000 0
597 0 0 0.390000 0.250000 0
598 0 0 0.390000 0.270000 0
599 0 0 0.390000 0.290000 0
600 0 0 0.410000 -0.290000 0
601 0 0 0.410000 -0.270000 0
602 0 0 0.410000 -0.250000 1
603 0 0 0.410000 -0.230000 0
604 0 0 0.410000 -0.210000 0
605 0 0 0.410000 -0.190000 1
606 0 0 0.410000 -0.170000 1
607 0 0 0.410000 -0.150000 2
608 0 0 0.410000 -0.130000 5
609 0 0 0.410000 -0.110000 11
610 0 0 0.410000 -0.090000 14
611 0 0 0.410000 -0.070000 50
612 0 0 0.410000 -0.050000 417
613 0 0 0.410000 -0.030000 7800
614 0 0 0.410000 -0.010000 9444
615 0 0 0.410000 0.010000 829
616 0 0 0.410000 0.030000 53
617 0 0 0.410000 0.050000 20
618 0 0 0.410000 0.070000 15
619 0 0 0.410000 0.090000 5
620 0 0 0.410000 0.110000 4
621 0 0 0.410000 0.130000 0
622 0 0 0.410000 0.150000 1
623 0 0 0.410000 0.170000 1
624 0 0 0.410000 0.190000 0
625 0 0 0.410000 0.210000 0
626 0 0 0.410000 0.230000 1
627 0 0 0.410000 0.250000 3
628 0 0 0.410000 0.270000 1
629 0 0 0.410000 0.290000 0
630 0 0 0.430000 -0.290000 0
631 0 0 0.430000 -0.270000 0
632 0 0 0.430000 -0.250000 2
633 0 0 0.430000 -0.230000 1
634 0 0 0.430000 -0.210000 0
635 0 0 0.430000 -0.190000 0
636 0 0 0.430000 -0.170000 0
637 0 0 0.430000 -0.150000 2
638 0 0 0.430000 -0.130000 8
639 0 0 0.430000 -0.110000 10
640 0 0 0.430000 -0.090000 11
641 0 0 0.430000 -0.070000 38
642 0 0 0.430000 -0.050000 363
643 0 0 0.430000 -0.030000 7549
644 0 0 0.430000 -0.010000 9303
645 0 0 0.430000 0.010000 748
646 0 0 0.430000 0.030000 62
647 0 0 0.430000 0.050000 14
648 0 0 0.430000 0.070000 8
649 0 0 0.430000 0.090000 4
650 0 0 0.430000 0.110000 3
651 0 0 0.430000 0.130000 1
652 0 0 0.430000 0.150000 1
653 0 0 0.430000 0.170000 2
654 0 0 0.430000 0.190000 1
655 0 0 0.430000 0.210000 1
656 0 0 0.430000 0.230000 0
657 0 0 0.430000 0.250000 0
658 0 0 0.430000 0.270000 0
659 0 0 0.430000 0.290000 1
660 0 0 0.450000 -0.290000 0
661 0 0 0.450000 -0.270000 1
662 0 0 0.450000 -0.250000 0
663 0 0 0.450000 -0.230000 0
664 0 0 0.450000 -0.210000 0
665 0 0 0.450000 -0.190000 0
666 0 0 0.450000 -0.170000 1
667 0 0 0.450000 -0.150000 3
668 0 0 0.450000 -0.130000 5
669 0 0 0.450000 -0.110000 8
670 0 0 0.450000 -0.090000 18
671 0 0 0.450000 -0.070000 37
672 0 0 0.450000 -0.050000 384
673 0 0 0.450000 -0.030000 7737
674 0 0 0.450000 -0.010000 9487
675 0 0 0.450000 0.010000 808
676 0 0 0.450000 0.030000 52
677 0 0 0.450000 0.050000 15
678 0 0 0.450000 0.070000 6
679 0 0 0.450000 0.090000 2
680 0 0 0.450000 0.110000 3
681 0 0 0.450000 0.130000 4
682 0 0 0.450000 0.150000 2
683 0 0 0.450000 0.170000 0
684 0 0 0.450000 0.190000 1
685 0 0 0.450000 0.210000 0
686 0 0 0.450000 0.230000 0
687 0 0 0.450000 0.250000 0
688 0 0 0.450000 0.270000 0
689 0 0 0.450000 0.290000 0
690 0 0 0.470000 -0.290000 0
691 0 0 0.470000 -0.270000 0
692 0 0 0.470000 -0.250000 1
693 0 0 0.470000 -0.230000 1
694 0 0 0.470000 -0.210000 0
695 0 0 0.470000 -0.190000 0
696 0 0 0.470000 -0.170000 2
697 0 0 0.470000 -0.150000 0
698 0 0 0.470000 -0.130000 1
699 0 0 0.470000 -0.110000 8
700 0 0 0.470000 -0.090000 18
701 0 0 0.470000 -0.070000 51
702 0 0 0.470000 -0.050000 378
703 0 0 0.470000 -0.030000 7670
704 0 0 0.470000 -0.010000 9570
705 0 0 0.470000 0.010000 770
706 0 0 0.470000 0.030000 58
707 0 0 0.470000 0.050000 14
708 0 0 0.470000 0.070000 13
709 0 0 0.470000 0.090000 3
710 0 0 0.470000 0.110000 1
711 0 0 0.470000 0.130000 0
712 0 0 0.470000 0.150000 0
713 0 0 0.470000 0.170000 1
714 0 0 0.470000 0.190000 0
715 0 0 0.470000 0.210000 0
716 0 0 0.470000 0.230000 0
717 0 0 0.470000 0.250000 0
718 0 0 0.470000 0.270000 1
719 0 0 0.470000 0.290000 0
720 0 0 0.490000 -0.290000 0
721 0 0 0.490000 -0.270000 1
722 0 0 0.490000 -0.250000 0
723 0 0 0.490000 -0.230000 1
724 0 0 0.490000 -0.210000 2
725 0 0 0.490000 -0.190000 0
726 0 0 0.490000 -0.170000 3
727 0 0 0.490000 -0.150000 3
728 0 0 0.490000 -0.130000 3
729 0 0 0.490000 -0.110000 5
730 0 0 0.490000 -0.090000 12
731 0 0 0.490000 -0.070000 38
732 0 0 0.490000 -0.050000 382
733 0 0 0.490000 -0.030000 7880
734 0 0 0.490000 -0.010000 9744
735 0 0 0.490000 0.010000 747
736 0 0 0.490000 0.030000 47
737 0 0 0.490000 0.050000 12
738 0 0 0.490000 0.070000 11
739 0 0 0.490000 0.090000 3
740 0 0 0.490000 0.110000 3
741 0 0 0.490000 0.130000 2
742 0 0 0.490000 0.150000 2
743 0 0 0.490000 0.170000 3
744 0 0 0.490000 0.190000 1
745 0 0 0.490000 0.210000 0
746 0 0 0.490000 0.230000 1
