index arm charge wness_bin_center dw23_bin_center entries
367 0 0 0.250000 -0.150000 5
368 0 0 0.250000 -0.130000 3
369 0 0 0.250000 -0.110000 14
370 0 0 0.250000 -0.090000 14
371 0 0 0.250000 -0.070000 9
372 0 0 0.250000 -0.050000 39
373 0 0 0.250000 -0.030000 46
374 0 0 0.250000 -0.010000 33
375 0 0 0.250000 0.010000 31
376 0 0 0.250000 0.030000 27
377 0 0 0.250000 0.050000 16
378 0 0 0.250000 0.070000 6
379 0 0 0.250000 0.090000 6
380 0 0 0.250000 0.110000 3
381 0 0 0.250000 0.130000 4
382 0 0 0.250000 0.150000 0
383 0 0 0.250000 0.170000 2
384 0 0 0.250000 0.190000 2
385 0 0 0.250000 0.210000 0
386 0 0 0.250000 0.230000 1
387 0 0 0.250000 0.250000 0
388 0 0 0.250000 0.270000 0
389 0 0 0.250000 0.290000 0
390 0 0 0.270000 -0.290000 0
391 0 0 0.270000 -0.270000 0
392 0 0 0.270000 -0.250000 0
393 0 0 0.270000 -0.230000 1
394 0 0 0.270000 -0.210000 0
395 0 0 0.270000 -0.190000 0
396 0 0 0.270000 -0.170000 0
397 0 0 0.270000 -0.150000 3
398 0 0 0.270000 -0.130000 7
399 0 0 0.270000 -0.110000 5
400 0 0 0.270000 -0.090000 16
401 0 0 0.270000 -0.070000 20
402 0 0 0.270000 -0.050000 35
403 0 0 0.270000 -0.030000 41
404 0 0 0.270000 -0.010000 28
405 0 0 0.270000 0.010000 23
406 0 0 0.270000 0.030000 18
407 0 0 0.270000 0.050000 15
408 0 0 0.270000 0.070000 9
409 0 0 0.270000 0.090000 3
410 0 0 0.270000 0.110000 4
411 0 0 0.270000 0.130000 3
412 0 0 0.270000 0.150000 1
413 0 0 0.270000 0.170000 1
414 0 0 0.270000 0.190000 1
415 0 0 0.270000 0.210000 1
416 0 0 0.270000 0.230000 0
417 0 0 0.270000 0.250000 0
418 0 0 0.270000 0.270000 0
419 0 0 0.270000 0.290000 0
420 0 0 0.290000 -0.290000 0
421 0 0 0.290000 -0.270000 2
422 0 0 0.290000 -0.250000 0
423 0 0 0.290000 -0.230000 1
424 0 0 0.290000 -0.210000 0
425 0 0 0.290000 -0.190000 0
426 0 0 0.290000 -0.170000 3
427 0 0 0.290000 -0.150000 3
428 0 0 0.290000 -0.130000 10
429 0 0 0.290000 -0.110000 7
430 0 0 0.290000 -0.090000 18
431 0 0 0.290000 -0.070000 15
432 0 0 0.290000 -0.050000 36
433 0 0 0.290000 -0.030000 48
434 0 0 0.290000 -0.010000 31
435 0 0 0.290000 0.010000 26
436 0 0 0.290000 0.030000 11
437 0 0 0.290000 0.050000 9
438 0 0 0.290000 0.070000 5
439 0 0 0.290000 0.090000 2
440 0 0 0.290000 0.110000 2
441 0 0 0.290000 0.130000 1
442 0 0 0.290000 0.150000 0
443 0 0 0.290000 0.170000 1
444 0 0 0.290000 0.190000 0
445 0 0 0.290000 0.210000 0
446 0 0 0.290000 0.230000 0
447 0 0 0.290000 0.250000 1
448 0 0 0.290000 0.270000 0
449 0 0 0.290000 0.290000 1
450 0 0 0.310000 -0.290000 0
451 0 0 0.310000 -0.270000 1
452 0 0 0.310000 -0.250000 0
453 0 0 0.310000 -0.230000 0
454 0 0 0.310000 -0.210000 0
455 0 0 0.310000 -0.190000 0
456 0 0 0.310000 -0.170000 1
457 0 0 0.310000 -0.150000 1
458 0 0 0.310000 -0.130000 9
459 0 0 0.310000 -0.110000 4
460 0 0 0.310000 -0.090000 8
461 0 0 0.310000 -0.070000 20
462 0 0 0.310000 -0.050000 34
463 0 0 0.310000 -0.030000 35
464 0 0 0.310000 -0.010000 27
465 0 0 0.310000 0.010000 35
466 0 0 0.310000 0.030000 15
467 0 0 0.310000 0.050000 17
468 0 0 0.310000 0.070000 5
469 0 0 0.310000 0.090000 1
470 0 0 0.310000 0.110000 4
471 0 0 0.310000 0.130000 3
472 0 0 0.310000 0.150000 0
473 0 0 0.310000 0.170000 0
474 0 0 0.310000 0.190000 0
475 0 0 0.310000 0.210000 0
476 0 0 0.310000 0.230000 0
477 0 0 0.310000 0.250000 0
478 0 0 0.310000 0.270000 0
479 0 0 0.310000 0.290000 1
480 0 0 0.330000 -0.290000 0
481 0 0 0.330000 -0.270000 0
482 0 0 0.330000 -0.250000 1
483 0 0 0.330000 -0.230000 2
484 0 0 0.330000 -0.210000 0
485 0 0 0.330000 -0.190000 1
486 0 0 0.330000 -0.170000 0
487 0 0 0.330000 -0.150000 1
488 0 0 0.330000 -0.130000 2
489 0 0 0.330000 -0.110000 5
490 0 0 0.330000 -0.090000 9
491 0 0 0.330000 -0.070000 32
492 0 0 0.330000 -0.050000 32
493 0 0 0.330000 -0.030000 29
494 0 0 0.330000 -0.010000 36
495 0 0 0.330000 0.010000 19
496 0 0 0.330000 0.030000 16
497 0 0 0.330000 0.050000 8
498 0 0 0.330000 0.070000 9
499 0 0 0.330000 0.090000 10
500 0 0 0.330000 0.110000 2
501 0 0 0.330000 0.130000 3
502 0 0 0.330000 0.150000 0
503 0 0 0.330000 0.170000 0
504 0 0 0.330000 0.190000 0
505 0 0 0.330000 0.210000 0
506 0 0 0.330000 0.230000 0
507 0 0 0.330000 0.250000 0
508 0 0 0.330000 0.270000 0
509 0 0 0.330000 0.290000 0
510 0 0 0.350000 -0.290000 0
511 0 0 0.350000 -0.270000 0
512 0 0 0.350000 -0.250000 0
513 0 0 0.350000 -0.230000 0
514 0 0 0.350000 -0.210000 0
515 0 0 0.350000 -0.190000 1
516 0 0 0.350000 -0.170000 2
517 0 0 0.350000 -0.150000 4
518 0 0 0.350000 -0.130000 0
519 0 0 0.350000 -0.110000 9
520 0 0 0.350000 -0.090000 6
521 0 0 0.350000 -0.070000 26
522 0 0 0.350000 -0.050000 29
523 0 0 0.350000 -0.030000 32
524 0 0 0.350000 -0.010000 29
525 0 0 0.350000 0.010000 18
526 0 0 0.350000 0.030000 9
527 0 0 0.350000 0.050000 10
528 0 0 0.350000 0.070000 8
529 0 0 0.350000 0.090000 1
530 0 0 0.350000 0.110000 1
531 0 0 0.350000 0.130000 1
532 0 0 0.350000 0.150000 2
533 0 0 0.350000 0.170000 2
534 0 0 0.350000 0.190000 0
535 0 0 0.350000 0.210000 0
536 0 0 0.350000 0.230000 0
537 0 0 0.350000 0.250000 0
538 0 0 0.350000 0.270000 0
539 0 0 0.350000 0.290000 0
540 0 0 0.370000 -0.290000 0
541 0 0 0.370000 -0.270000 0
542 0 0 0.370000 -0.250000 0
543 0 0 0.370000 -0.230000 0
544 0 0 0.370000 -0.210000 1
545 0 0 0.370000 -0.190000 0
546 0 0 0.370000 -0.170000 1
547 0 0 0.370000 -0.150000 3
548 0 0 0.370000 -0.130000 2
549 0 0 0.370000 -0.110000 2
550 0 0 0.370000 -0.090000 8
551 0 0 0.370000 -0.070000 19
552 0 0 0.370000 -0.050000 30
553 0 0 0.370000 -0.030000 38
554 0 0 0.370000 -0.010000 27
555 0 0 0.370000 0.010000 18
556 0 0 0.370000 0.030000 12
557 0 0 0.370000 0.050000 5
558 0 0 0.370000 0.070000 7
559 0 0 0.370000 0.090000 1
560 0 0 0.370000 0.110000 3
561 0 0 0.370000 0.130000 1
562 0 0 0.370000 0.150000 0
563 0 0 0.370000 0.170000 0
564 0 0 0.370000 0.190000 0
565 0 0 0.370000 0.210000 0
566 0 0 0.370000 0.230000 0
567 0 0 0.370000 0.250000 0
568 0 0 0.370000 0.270000 1
569 0 0 0.370000 0.290000 1
570 0 0 0.390000 -0.290000 0
571 0 0 0.390000 -0.270000 0
572 0 0 0.390000 -0.250000 0
573 0 0 0.390000 -0.230000 0
574 0 0 0.390000 -0.210000 0
575 0 0 0.390000 -0.190000 0
576 0 0 0.390000 -0.170000 1
577 0 0 0.390000 -0.150000 5
578 0 0 0.390000 -0.130000 1
579 0 0 0.390000 -0.110000 4
580 0 0 0.390000 -0.090000 11
581 0 0 0.390000 -0.070000 20
582 0 0 0.390000 -0.050000 25
583 0 0 0.390000 -0.030000 30
584 0 0 0.390000 -0.010000 35
585 0 0 0.390000 0.010000 23
586 0 0 0.390000 0.030000 15
587 0 0 0.390000 0.050000 9
588 0 0 0.390000 0.070000 6
589 0 0 0.390000 0.090000 2
590 0 0 0.390000 0.110000 0
591 0 0 0.390000 0.130000 1
592 0 0 0.390000 0.150000 2
593 0 0 0.390000 0.170000 0
594 0 0 0.390000 0.190000 0
595 0 0 0.390000 0.210000 0
596 0 0 0.390000 0.230000 0
597 0 0 0.390000 0.250000 0
598 0 0 0.390000 0.270000 0
599 0 0 0.390000 0.290000 0
600 0 0 0.410000 -0.290000 0
601 0 0 0.410000 -0.270000 0
602 0 0 0.410000 -0.250000 0
603 0 0 0.410000 -0.230000 0
604 0 0 0.410000 -0.210000 0
605 0 0 0.410000 -0.190000 0
606 0 0 0.410000 -0.170000 0
607 0 0 0.410000 -0.150000 3
608 0 0 0.410000 -0.130000 2
609 0 0 0.410000 -0.110000 1
610 0 0 0.410000 -0.090000 7
611 0 0 0.410000 -0.070000 20
612 0 0 0.410000 -0.050000 30
613 0 0 0.410000 -0.030000 43
614 0 0 0.410000 -0.010000 22
615 0 0 0.410000 0.010000 19
616 0 0 0.410000 0.030000 15
617 0 0 0.410000 0.050000 14
618 0 0 0.410000 0.070000 6
619 0 0 0.410000 0.090000 2
620 0 0 0.410000 0.110000 4
621 0 0 0.410000 0.130000 0
622 0 0 0.410000 0.150000 0
623 0 0 0.410000 0.170000 1
624 0 0 0.410000 0.190000 0
625 0 0 0.410000 0.210000 0
626 0 0 0.410000 0.230000 0
627 0 0 0.410000 0.250000 0
628 0 0 0.410000 0.270000 0
629 0 0 0.410000 0.290000 0
630 0 0 0.430000 -0.290000 0
631 0 0 0.430000 -0.270000 0
632 0 0 0.430000 -0.250000 0
633 0 0 0.430000 -0.230000 0
634 0 0 0.430000 -0.210000 0
635 0 0 0.430000 -0.190000 0
636 0 0 0.430000 -0.170000 1
637 0 0 0.430000 -0.150000 1
638 0 0 0.430000 -0.130000 1
639 0 0 0.430000 -0.110000 5
640 0 0 0.430000 -0.090000 7
641 0 0 0.430000 -0.070000 13
642 0 0 0.430000 -0.050000 22
643 0 0 0.430000 -0.030000 43
644 0 0 0.430000 -0.010000 23
645 0 0 0.430000 0.010000 18
646 0 0 0.430000 0.030000 15
647 0 0 0.430000 0.050000 5
648 0 0 0.430000 0.070000 6
649 0 0 0.430000 0.090000 0
650 0 0 0.430000 0.110000 0
651 0 0 0.430000 0.130000 0
652 0 0 0.430000 0.150000 0
653 0 0 0.430000 0.170000 0
654 0 0 0.430000 0.190000 1
655 0 0 0.430000 0.210000 1
656 0 0 0.430000 0.230000 0
657 0 0 0.430000 0.250000 0
658 0 0 0.430000 0.270000 0
659 0 0 0.430000 0.290000 0
660 0 0 0.450000 -0.290000 0
661 0 0 0.450000 -0.270000 0
662 0 0 0.450000 -0.250000 0
663 0 0 0.450000 -0.230000 0
664 0 0 0.450000 -0.210000 0
665 0 0 0.450000 -0.190000 1
666 0 0 0.450000 -0.170000 0
667 0 0 0.450000 -0.150000 0
668 0 0 0.450000 -0.130000 2
669 0 0 0.450000 -0.110000 3
670 0 0 0.450000 -0.090000 8
671 0 0 0.450000 -0.070000 12
672 0 0 0.450000 -0.050000 30
673 0 0 0.450000 -0.030000 30
674 0 0 0.450000 -0.010000 30
675 0 0 0.450000 0.010000 13
676 0 0 0.450000 0.030000 10
677 0 0 0.450000 0.050000 9
678 0 0 0.450000 0.070000 2
679 0 0 0.450000 0.090000 0
680 0 0 0.450000 0.110000 3
681 0 0 0.450000 0.130000 2
682 0 0 0.450000 0.150000 1
683 0 0 0.450000 0.170000 0
684 0 0 0.450000 0.190000 1
685 0 0 0.450000 0.210000 0
686 0 0 0.450000 0.230000 0
687 0 0 0.450000 0.250000 0
688 0 0 0.450000 0.270000 0
689 0 0 0.450000 0.290000 0
690 0 0 0.470000 -0.290000 0
691 0 0 0.470000 -0.270000 0
692 0 0 0.470000 -0.250000 0
693 0 0 0.470000 -0.230000 0
694 0 0 0.470000 -0.210000 0
695 0 0 0.470000 -0.190000 1
696 0 0 0.470000 -0.170000 3
697 0 0 0.470000 -0.150000 0
698 0 0 0.470000 -0.130000 1
699 0 0 0.470000 -0.110000 6
700 0 0 0.470000 -0.090000 4
701 0 0 0.470000 -0.070000 9
702 0 0 0.470000 -0.050000 23
703 0 0 0.470000 -0.030000 31
704 0 0 0.470000 -0.010000 25
705 0 0 0.470000 0.010000 12
706 0 0 0.470000 0.030000 13
707 0 0 0.470000 0.050000 8
708 0 0 0.470000 0.070000 6
709 0 0 0.470000 0.090000 4
710 0 0 0.470000 0.110000 3
711 0 0 0.470000 0.130000 0
712 0 0 0.470000 0.150000 0
713 0 0 0.470000 0.170000 0
714 0 0 0.470000 0.190000 0
715 0 0 0.470000 0.210000 0
716 0 0 0.470000 0.230000 0
717 0 0 0.470000 0.250000 0
718 0 0 0.470000 0.270000 1
719 0 0 0.470000 0.290000 0
720 0 0 0.490000 -0.290000 0
721 0 0 0.490000 -0.270000 0
722 0 0 0.490000 -0.250000 0
723 0 0 0.490000 -0.230000 0
724 0 0 0.490000 -0.210000 1
725 0 0 0.490000 -0.190000 1
726 0 0 0.490000 -0.170000 1
727 0 0 0.490000 -0.150000 4
728 0 0 0.490000 -0.130000 2
729 0 0 0.490000 -0.110000 0
730 0 0 0.490000 -0.090000 7
731 0 0 0.490000 -0.070000 14
732 0 0 0.490000 -0.050000 23
733 0 0 0.490000 -0.030000 28
734 0 0 0.490000 -0.010000 17
735 0 0 0.490000 0.010000 21
736 0 0 0.490000 0.030000 6
737 0 0 0.490000 0.050000 8
738 0 0 0.490000 0.070000 2
739 0 0 0.490000 0.090000 3
740 0 0 0.490000 0.110000 2
741 0 0 0.490000 0.130000 0
742 0 0 0.490000 0.150000 1
743 0 0 0.490000 0.170000 0
744 0 0 0.490000 0.190000 0
745 0 0 0.490000 0.210000 0
746 0 0 0.490000 0.230000 0
747 0 0 0.490000 0.250000 1
